actor;director;genre;movie_id;name;rating;runtime;votes;year;release_date;index;video_id;view_count;like_count;dislike_count;comment_count;budget;revenue;is_sequel;mpaa;screen_count;season;seasonality;like_ratio;is_profitable;revenue_range;polarity_tb;w_polarity_tb;count_pos_tb;count_neg_tb;polarity_sia;w_polarity_sia;count_pos_sia;count_neg_sia;polarity_avg;w_polarity_avg;pos_neg_ratio;pos_neg_ratio_1;pos_neg_ratio_3;pos_neg_ratio_5
Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J;Clark Johnson;Action, Adventure, Crime;tt0257076;S.W.A.T.;6.0;117.0;129811.0;2003.0;8 August 2003 (USA);99;7IoGHLXWs28;95744.0;272.0;16.0;5.0;80000000.0;116934650.0;1;PG-13;3220;Summer;0.2342;16.058823529411764;True;C;0.7013333333333334;0.7078787878787879;5.0;0.0;0.57856;0.23181363636363636;5.0;0.0;0.6399466666666667;0.46984621212121214;6.0;5.0;5.0;4.0
Tobey Maguire, Jeff Bridges, Elizabeth Banks, Chris Cooper;Gary Ross;Drama, History, Sport;tt0329575;Seabiscuit;7.3;140.0;62435.0;2003.0;25 July 2003 (USA);149;qey045iro58;4974542.0;11370.0;880.0;672.0;87000000.0;120277854.0;0;PG-13;2573;Summer;0.2342;12.906923950056754;True;C;0.3571473881803356;0.33511552490319035;258.0;40.0;0.4354907936507932;0.40795081335616434;260.0;55.0;0.3963190909155644;0.3715331691296774;4.660714285714286;4.811320754716981;5.130434782608695;7.24
Derek Richardson, Eric Christian Olsen, Eugene Levy, Timothy Stack;Troy Miller;Comedy;tt0329028;Dumb and Dumberer: When Harry Met Lloyd;3.4;85.0;33864.0;2003.0;13 June 2003 (USA);155;tdjX8Voj5vI;245052.0;222.0;210.0;117.0;19000000.0;26276465.0;1;PG-13;2609;Summer;0.2342;1.0568720379146919;True;F;-0.006794414488009953;-0.06224346689564146;38.0;27.0;0.033030985915492986;0.1047244725738397;39.0;32.0;0.013118285713741516;0.021240502839099118;1.2121212121212122;1.1515151515151516;1.2307692307692308;1.1428571428571428
Harrison Ford, Josh Hartnett, Isaiah Washington, Lena Olin;Ron Shelton;Action, Comedy, Crime;tt0329717;Hollywood Homicide;5.3;116.0;33898.0;2003.0;13 June 2003 (USA);184;ppHSy_YwzmY;111046.0;188.0;13.0;23.0;75000000.0;30013346.0;0;PG-13;2840;Summer;0.2342;13.5;False;F;0.29884559884559886;0.013317700817700805;4.0;3.0;0.11162500000000002;-0.1513315789473684;7.0;5.0;0.20523529942279944;-0.0690069390648338;1.3333333333333333;1.3333333333333333;1.4;1.6666666666666667
Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson;Chris Kentis;Adventure, Drama, Horror;tt0374102;Open Water;5.7;79.0;47408.0;2003.0;20 August 2004 (USA);186;Z9q1qJi1nMs;1489068.0;1861.0;231.0;371.0;120000.0;30610863.0;0;R;2709;Summer;0.2342;8.025862068965518;True;F;-0.03986223907101567;0.026778685080708207;42.0;52.0;-0.21803796296296304;-0.3279247107438016;38.0;70.0;-0.12895010101698937;-0.1505730128315467;0.5492957746478874;0.5362318840579711;0.4918032786885246;0.34146341463414637
Hilary Duff, Adam Lamberg, Clayton Snyder, Hallie Todd;Jim Fall;Adventure, Comedy, Family;tt0306841;The Lizzie McGuire Movie;5.5;94.0;32286.0;2003.0;2 May 2003 (USA);190;eIm8g4IA_1Y;1067691.0;1627.0;69.0;479.0;17000000.0;42672630.0;0;PG;2825;Summer;0.2342;23.257142857142856;True;E;0.25622667510903085;0.3046404484792763;209.0;50.0;0.3257872791519432;0.4643667338709677;212.0;71.0;0.29100697713048707;0.384503591175122;2.9583333333333335;2.9420289855072466;3.8958333333333335;4.121212121212121
Ewan McGregor, Renée Zellweger, David Hyde Pierce, Sarah Paulson;Peyton Reed;Comedy, Romance;tt0309530;Down with Love;6.3;101.0;36927.0;2003.0;16 May 2003 (USA);194;5megJgs48vI;704233.0;865.0;40.0;136.0;35000000.0;20298207.0;0;PG-13;2123;Summer;0.2342;21.121951219512194;False;F;0.4499282843135151;0.498651592874563;88.0;11.0;0.5170656565656568;0.40882370370370374;85.0;14.0;0.48349697043958595;0.4537376482891334;5.733333333333333;6.538461538461538;9.11111111111111;11.5
Jackie Chan, Lee Evans, Claire Forlani, Julian Sands;Gordon Chan;Action, Comedy, Fantasy;tt0288045;The Medallion;5.2;88.0;35395.0;2003.0;22 August 2003 (USA);200;tMKlfGxzZD4;405048.0;398.0;28.0;54.0;41000000.0;22108977.0;0;PG-13;2652;Summer;0.2342;13.758620689655173;False;F;0.21959605109061628;0.19691197228697224;18.0;5.0;0.14595;0.05274558823529413;14.0;12.0;0.18277302554530814;0.12482878026113318;1.1538461538461537;1.1538461538461537;2.0;1.8333333333333333
Brittany Murphy, Dakota Fanning, Heather Locklear, Jesse Spencer;Boaz Yakin;Comedy, Drama, Romance;tt0263757;Uptown Girls;6.1;92.0;32552.0;2003.0;15 August 2003 (USA);204;xPlbRewUjmA;236256.0;1083.0;14.0;34.0;20000000.0;36922190.0;0;PG-13;2495;Summer;0.2342;72.26666666666667;True;F;0.21028571428571433;-0.029242965367965362;10.0;5.0;0.377021052631579;0.2322685314685315;13.0;6.0;0.29365338345864667;0.10151278305028306;2.0;2.3333333333333335;3.25;4.0
Christopher Guest, Eugene Levy, Michael McKean, Harry Shearer;Christopher Guest;Comedy, Music;tt0310281;A Mighty Wind;7.3;91.0;24066.0;2003.0;9 May 2003 (USA);266;ujUehfDYkfU;63792.0;131.0;4.0;8.0;6000000.0;17508936.0;0;PG-13;770;Summer;0.2342;26.4;True;G;0.42834821428571435;0.36430431547619047;5.0;0.0;0.6490166666666667;0.558475;6.0;0.0;0.5386824404761905;0.46138965773809526;7.0;7.0;7.0;5.0
Kelly Clarkson, Justin Guarini, Katherine Bailess, Anika Noni Rose;Robert Iscove;Comedy, Musical, Romance;tt0339034;From Justin to Kelly;2.1;81.0;24300.0;2003.0;20 June 2003 (USA);278;TpBZ31k-t3w;75006.0;79.0;26.0;12.0;12000000.0;4922166.0;0;PG;2001;Summer;0.2342;2.962962962962963;False;H;0.2270408163265306;-0.1373015873015873;5.0;2.0;0.054928571428571424;-0.11513529411764706;4.0;3.0;0.140984693877551;-0.12621844070961719;1.25;1.25;1.25;1.3333333333333333
Albert Brooks, Michael Douglas, Ryan Reynolds, Lindsay Sloane;Andrew Fleming;Action, Comedy, Thriller;tt0314786;The In-Laws;5.7;98.0;15209.0;2003.0;23 May 2003 (USA);282;zaEuMMC2v6M;87982.0;119.0;5.0;6.0;40000000.0;20440627.0;0;PG-13;2652;Summer;0.2342;20.0;False;F;0.30131410256410257;0.21297233468286103;4.0;1.0;0.3521666666666667;0.479747619047619;5.0;1.0;0.3267403846153846;0.34635997686524;3.0;3.0;2.0;4.0
Paul Rudd, Rachel Weisz, Gretchen Mol, Frederick Weller;Neil LaBute;Comedy, Drama, Romance;tt0308878;The Shape of Things;6.7;96.0;10396.0;2003.0;16 May 2003 (USA);286;5teEjd5esBA;84452.0;139.0;8.0;14.0;4000000.0;732241.0;0;R;60;Summer;0.2342;15.555555555555555;False;I;-0.22883928571428572;-0.3068020833333333;4.0;3.0;0.040822222222222204;-0.36012444444444436;5.0;4.0;-0.09400853174603176;-0.3334632638888888;1.2;1.2;1.0;1.25
Ashton Kutcher, Tara Reid, Andy Richter, Molly Shannon;David Zucker;Comedy, Romance;tt0270980;My Boss's Daughter;4.7;86.0;26484.0;2003.0;22 August 2003 (USA);292;0kubIMUboWs;1082322.0;1525.0;88.0;31.0;14000000.0;15550605.0;0;PG-13;2206;Summer;0.2342;17.146067415730336;True;G;0.2573324336482231;0.13174679487179486;16.0;3.0;0.28626428571428575;0.11059479166666665;10.0;4.0;0.27179835968125443;0.12117079326923075;2.2;2.0;3.0;3.0
Wes Ramsey, Steve Sandvoss, Mary Kay Place, Amber Benson;C. Jay Cox;Comedy, Drama, Romance;tt0345551;Latter Days;7.1;107.0;15997.0;2003.0;1 July 2004 (Israel);299;-5K0RLg3c0w;344752.0;700.0;82.0;40.0;850000.0;819939.0;0;R;19;Summer;0.2342;8.44578313253012;False;I;0.3345706391875747;0.304438544973545;29.0;2.0;0.6042535714285714;0.6378394495412845;26.0;2.0;0.46941210530807304;0.4711389972574147;9.0;13.5;12.5;21.0
Joe Nicolo, Carl Mazzocone Sr., George Tovar, Frank Medrano;Damian Nieman;Crime, Thriller;tt0323939;Shade;6.4;101.0;11473.0;2003.0;9 May 2004 (USA);323;0X3IMv5pf7U;46186.0;42.0;25.0;2.0;6800000.0;33225.0;0;R;6;Summer;0.2342;1.6538461538461537;False;I;0.2;0.2;1.0;0.0;0.4588;0.4588;2.0;0.0;0.3294;0.3294;3.0;3.0;3.0;1.0
Mandy Moore, Trent Ford, Dylan Baker, Allison Janney;Clare Kilner;Comedy, Drama, Romance;tt0319524;How to Deal;5.7;101.0;8784.0;2003.0;18 July 2003 (USA);328;M3WXNjo6d8M;484745.0;544.0;27.0;148.0;16000000.0;14108518.0;0;PG-13;2319;Summer;0.2342;19.464285714285715;False;G;0.39489249829118267;0.3282865351768413;87.0;8.0;0.47616513761467866;0.4638485380116959;95.0;14.0;0.43552881795293064;0.39606753659426863;6.4;6.4;10.5;11.166666666666666
Neve Campbell, James Franco, Malcolm McDowell, Barbara E. Robertson;Robert Altman;Drama, Music, Romance;tt0335013;The Company;6.4;112.0;5986.0;2003.0;7 July 2006 (Turkey);346;JUaUciRJy3Y;2048940.0;68538.0;52782.0;27496.0;15000000.0;2281585.0;0;PG-13;55;Summer;0.2342;1.298505200538052;False;H;0.022153889327022967;-0.02112316904913529;4613.0;4194.0;-0.0355675410158171;-0.10205864755773554;4765.0;5414.0;-0.006706825844397066;-0.061590908303435415;0.8801477377654663;0.8683850810388596;0.8897939626257786;0.8279360124853687
Bob Dylan, John Goodman, Jessica Lange, Jeff Bridges;Larry Charles;Comedy, Drama, Music;tt0319829;Masked and Anonymous;5.5;112.0;4240.0;2003.0;8 August 2003 (Canada);375;jZM-yS5uCCM;85079.0;161.0;11.0;23.0;7500000.0;533344.0;0;PG-13;23;Summer;0.2342;13.5;False;I;0.1263409275909276;0.15672766816516814;11.0;7.0;0.32072352941176474;0.35599473684210525;14.0;3.0;0.2235322285013462;0.2563612025036367;3.75;3.25;2.75;2.0
Colin Firth, Minnie Driver, Mary Steenburgen, Heather Graham;Mark Herman;Comedy, Romance;tt0314431;Hope Springs;5.4;92.0;6214.0;2003.0;9 May 2003 (UK);386;-s22_Mvikl8;1418054.0;1828.0;132.0;335.0;30000000.0;63536011.0;0;PG-13;2441;Summer;0.2342;13.75187969924812;True;E;0.2943850841736485;0.26606465312915;186.0;47.0;0.4022897959183671;0.43605127478753547;195.0;50.0;0.3483374400460078;0.35105796395834277;3.843137254901961;3.979591836734694;4.27906976744186;5.148148148148148
Steven Seagal, Harry Van Gorkum, Max Ryan, Jeffrey Pierce;Michael Oblowitz;Action, Thriller;tt0312700;The Foreigner;3.3;96.0;5989.0;2003.0;20 June 2003 (South Korea);4256;om9YCk7ufHs;10032655.0;80052.0;1550.0;8639.0;16700000.0;34393507.0;0;R;2515;Summer;0.2342;51.613797549967764;True;F;0.21376589266285415;0.13311082726903817;2503.0;945.0;0.15768969258589585;0.0876445548789181;2432.0;1439.0;0.185727792624375;0.11037769107397813;1.6895833333333334;1.7303206997084548;1.908508691674291;1.841032608695652
Elisabeth Moss, Stephen Brian Jones, Andrew Thaman, Charles Socarides;Deborah Kampmeier;Drama;tt0368411;Virgin;5.4;114.0;500.0;2003.0;14 June 2003 (USA);468;3JPNVHRNCrY;1733659.0;8252.0;327.0;391.0;50000.0;9614.0;0;R;1;Summer;0.2342;25.161585365853657;False;I;0.1796226022389344;0.22240474855426104;95.0;42.0;0.19949685039370083;0.2615579247730221;85.0;42.0;0.18955972631631762;0.24198133666364158;2.0;1.9761904761904763;2.135135135135135;2.125
Maria Cina, Trish Doolan, Frank Grillo, Zack Ward;Trish Doolan;Comedy, Romance;tt0325007;April's Shower;5.0;100.0;658.0;2003.0;26 June 2004 (USA);548;LuFo_mBsx2o;49003.0;181.0;12.0;8.0;1000000.0;16377.0;0;R;5;Summer;0.2342;14.0;False;I;-0.026000000000000002;-0.16135135135135137;3.0;2.0;-0.1822666666666667;-0.23947352941176472;1.0;2.0;-0.10413333333333334;-0.20041244038155803;0.6666666666666666;0.6666666666666666;1.0;1.0
James Russo, Theresa Russell, Brad Dourif, Mark Parra;Richard Pepin;Crime, Drama, Thriller;tt0359024;The Box;5.0;99.0;428.0;2003.0;15 May 2003 (France);734;nSOjMkoBYYA;672489.0;1665.0;116.0;294.0;1000000.0;15051977.0;0;R;2635;Summer;0.2342;14.239316239316238;True;G;0.13831837974850256;0.027989048675049234;54.0;27.0;0.019626966292134795;-0.12215959731543626;46.0;43.0;0.07897267302031867;-0.04708527432019351;1.0681818181818181;1.0454545454545454;1.1282051282051282;1.0769230769230769
Dan Bohman, Cary Bolling, Larry Burton, Ted Carney;Grant Olson;Horror, Romance;tt1340586;Jack and Jill;5.8;97.0;6.0;2003.0;6 June 2003 (USA);1131;jilNzmni-2c;1596869.0;8932.0;1186.0;688.0;15000.0;74158157.0;0;Not Rated;3438;Summer;0.2342;7.5256950294861;True;D;0.3419392400626295;0.3082078076056734;166.0;28.0;0.21829073359073342;0.07739735234215885;176.0;83.0;0.28011498682668146;0.19280257997391612;2.107142857142857;2.1875;2.3055555555555554;3.0344827586206895
Nathan Smith Jones, Jen Hoskins, Eric Artell, Dan Merkley;Nathan Smith Jones;Comedy;tt0339921;The Work and the Story;5.0;77.0;100.0;2003.0;15 August 2003 (USA);1168;FrvkCS0ZGPU;3679977.0;12458.0;1056.0;2967.0;103000.0;16137.0;0;Not Rated;5;Summer;0.2342;11.78713339640492;False;I;0.17402945598831338;0.1721606447264148;1173.0;449.0;0.18767958172812327;0.24861865336658356;1190.0;627.0;0.18085451885821832;0.21038964904649918;1.8964968152866242;1.9473684210526316;2.1623376623376624;2.154109589041096
Dorothy Tristan, Elizabeth Stenholt, Trish Basinger, Jeff Puckett;John D. Hancock;Drama, Music;tt2912776;The Looking Glass;5.8;110.0;156.0;2015.0;27 August 2015 (USA);1338;o6WO-n2ZXdY;618987.0;1015.0;143.0;155.0;300000.0;1711.0;0;Not Rated;2;Summer;0.2342;7.055555555555555;False;I;0.02784401478382037;-0.12580716837608522;31.0;28.0;0.05617826086956522;0.27558144329896905;40.0;29.0;0.042011137826692795;0.07488713746144192;1.3666666666666667;1.3;1.2307692307692308;0.875
Don Baldaramos, Andrew MacArthur, David Alan Graf, Danny Stark;Sherwood Jones;Crime, Drama, Mystery;tt1050244;The First Time;7.8;73.0;16.0;2003.0;September 2003 (USA);1977;-K3DPrrP2nw;8111913.0;30317.0;631.0;1771.0;20000.0;17061.0;0;Not Rated;19;Summer;0.2342;47.971518987341774;False;I;0.36778791610055833;0.39718725058435533;844.0;165.0;0.44687898758357264;0.4979571692745377;881.0;166.0;0.4073334518420655;0.4475722099294465;5.281437125748503;5.528662420382165;6.67479674796748;8.652777777777779
Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Griffiths;Alfonso Cuarón;Adventure, Family, Fantasy;tt0304141;Harry Potter and the Prisoner of Azkaban;7.9;142.0;473609.0;2004.0;4 June 2004 (USA);2;lAxgztbYDbs;1702810.0;5001.0;142.0;552.0;130000000.0;249358727.0;1;PG;3855;Summer;0.2342;34.97902097902098;True;A;0.363298934577246;0.2724761079922458;193.0;39.0;0.36026833333333336;0.46084896298241007;186.0;54.0;0.3617836339552897;0.36666253548732797;3.4;3.627450980392157;4.702702702702703;4.482758620689655
Gena Rowlands, James Garner, Rachel McAdams, Ryan Gosling;Nick Cassavetes;Drama, Romance;tt0332280;The Notebook;7.9;123.0;461663.0;2004.0;25 June 2004 (USA);14;FC6biTjEyZw;4984002.0;13814.0;382.0;1156.0;29000000.0;81001787.0;0;PG-13;2323;Summer;0.2342;36.070496083550914;True;D;0.30445609553811775;0.26444042285262215;430.0;122.0;0.31318006644518276;0.17175890447922287;437.0;165.0;0.30881808099165026;0.2180996636659225;2.63855421686747;2.7564102564102564;3.16;3.63855421686747
Brad Pitt, Eric Bana, Orlando Bloom, Julian Glover;Wolfgang Petersen;Drama, History, Romance;tt0332452;Troy;7.2;163.0;441767.0;2004.0;14 May 2004 (USA);18;znTLzRJimeY;1624506.0;3985.0;158.0;353.0;175000000.0;133378256.0;0;R;3411;Summer;0.2342;25.069182389937108;False;C;0.34634490496497516;0.30376018735658605;86.0;20.0;0.19443565217391306;-0.004046092977250292;73.0;42.0;0.2703902785694441;0.14985704718966789;1.7209302325581395;1.8974358974358974;2.0294117647058822;2.0
Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok;Roland Emmerich;Action, Adventure, Sci-Fi;tt0319262;The Day After Tomorrow;6.4;124.0;377226.0;2004.0;28 May 2004 (USA);24;Ku_IseK3xTc;2111780.0;5448.0;194.0;490.0;125000000.0;186740799.0;0;PG-13;3444;Summer;0.2342;27.943589743589744;True;B;0.1861804200624623;0.3364624915266463;101.0;41.0;0.1311817567567568;0.36036920605782474;90.0;58.0;0.15868108840960954;0.3484158487922355;1.5423728813559323;1.5636363636363637;1.6666666666666667;1.65625
Tobey Maguire, Kirsten Dunst, Alfred Molina, James Franco;Sam Raimi;Action, Adventure, Sci-Fi;tt0316654;Spider-Man 2;7.3;127.0;486692.0;2004.0;30 June 2004 (USA);35;VUFmhKpZKlE;13525348.0;706098.0;7102.0;63424.0;200000000.0;373585825.0;1;PG-13;4166;Summer;0.2342;99.40855976348021;True;A;0.18639313130565616;0.21814203950603897;3565.0;1461.0;0.09903356548326864;0.16980789769082744;3491.0;2396.0;0.1427133483944624;0.19397496859843322;1.4568210262828536;1.4766681203663323;1.6329874385581649;1.3266814486326681
Don Cheadle, Sandra Bullock, Thandie Newton, Karina Arroyave;Paul Haggis;Crime, Drama, Thriller;tt0375679;Crash;7.8;112.0;395890.0;2004.0;6 May 2005 (USA);37;durNwe9pL0E;1837434.0;2236.0;184.0;495.0;6500000.0;54580300.0;0;R;1905;Summer;0.2342;12.091891891891892;True;E;0.2933920039349989;0.33789433522120677;173.0;51.0;0.25603749999999986;0.27964080459770113;163.0;69.0;0.2747147519674994;0.308767569909454;2.342857142857143;2.373134328358209;2.5172413793103448;2.5476190476190474
Jon Heder, Efren Ramirez, Jon Gries, Aaron Ruell;Jared Hess;Comedy;tt0374900;Napoleon Dynamite;6.9;96.0;180975.0;2004.0;27 August 2004 (USA);46;ZHDi_AnqwN4;1551316.0;3920.0;220.0;437.0;400000.0;44540956.0;0;PG;1027;Summer;0.2342;17.742081447963802;True;E;0.22165990565320925;0.2849714540846289;114.0;42.0;0.2696878787878788;0.23817121729237772;117.0;48.0;0.24567389222054403;0.2615713356885033;2.4081632653061225;2.5;2.72972972972973;2.923076923076923
Marlon Wayans, Shawn Wayans, Busy Philipps, Maitland Ward;Keenen Ivory Wayans;Comedy, Crime;tt0381707;White Chicks;5.5;109.0;115174.0;2004.0;23 June 2004 (USA);49;lY2rSYjpFS4;724015.0;1615.0;82.0;120.0;37000000.0;70831760.0;0;PG-13;2800;Summer;0.2342;19.46987951807229;True;D;0.3362832698770199;0.2850042941680901;29.0;8.0;0.2631725;0.10018242811501596;28.0;12.0;0.29972788493850994;0.192593361141553;2.230769230769231;2.230769230769231;2.5454545454545454;2.75
Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews;Andrew Adamson, Kelly Asbury, Conrad Vernon;Animation, Adventure, Comedy;tt0298148;Shrek 2;7.2;93.0;369796.0;2004.0;19 May 2004 (USA);50;V6X5ti4YlG8;2710219.0;1963.0;310.0;350.0;150000000.0;436471036.0;1;PG;4223;Summer;0.2342;6.315112540192926;True;A;0.42300600058431037;0.5638370640784928;151.0;18.0;0.4713489010989009;0.6121229166666667;156.0;26.0;0.44717745084160565;0.5879799903725798;5.814814814814815;6.5;7.888888888888889;7.4
Hugh Jackman, Kate Beckinsale, Richard Roxburgh, Shuler Hensley;Stephen Sommers;Action, Adventure, Fantasy;tt0338526;Van Helsing;6.1;131.0;224907.0;2004.0;7 May 2004 (USA);53;7pBmXkyycWE;827196.0;2025.0;91.0;190.0;160000000.0;120177084.0;0;PG-13;3580;Summer;0.2342;22.02173913043478;False;C;0.30922571934698806;0.2814525297263979;50.0;17.0;0.31087343749999985;0.4546195227765727;50.0;14.0;0.31004957842349395;0.3680360262514853;3.4;3.769230769230769;4.1;3.2
Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo;Michael Mann;Crime, Drama, Thriller;tt0369339;Collateral;7.5;120.0;330235.0;2004.0;6 August 2004 (USA);58;gJmjKv7WP7U;432073.0;2387.0;180.0;298.0;65000000.0;101005703.0;0;R;3205;Summer;0.2342;13.193370165745856;True;C;0.2023263359215741;0.46132244336512634;74.0;31.0;0.1790576923076923;0.4162505481120584;67.0;37.0;0.1906920141146332;0.4387864957385924;1.7894736842105263;1.8857142857142857;2.347826086956522;2.5
Will Smith, Bridget Moynahan, Bruce Greenwood, Alan Tudyk;Alex Proyas;Action, Crime, Drama;tt0343818;I, Robot;7.1;115.0;453447.0;2004.0;16 July 2004 (USA);68;rL6RRIOZyCM;2018063.0;4620.0;305.0;419.0;120000000.0;144801023.0;1;PG-13;3494;Summer;0.2342;15.101307189542483;True;C;0.21114857708228918;0.14918063361406012;120.0;45.0;0.1839072222222222;0.28499261992619923;120.0;60.0;0.1975278996522557;0.2170866267701297;1.9836065573770492;2.0517241379310347;2.340909090909091;1.90625
Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd;Mark Rosman;Comedy, Family, Romance;tt0356470;A Cinderella Story;5.9;95.0;73264.0;2004.0;16 July 2004 (USA);70;B_VFs9j95gc;1822398.0;7335.0;194.0;188.0;20000000.0;51438175.0;1;PG;2625;Summer;0.2342;37.62051282051282;True;E;0.32797642646144287;0.2963393896279452;58.0;9.0;0.37484933333333337;0.2796131441806601;65.0;10.0;0.3514128798973881;0.28797626690430267;6.0;5.636363636363637;5.2727272727272725;5.142857142857143
Anne Hathaway, Callum Blue, Julie Andrews, Hector Elizondo;Garry Marshall;Comedy, Family, Romance;tt0368933;The Princess Diaries 2: Royal Engagement;5.8;113.0;65713.0;2004.0;11 August 2004 (USA);82;t4rPkZExrsU;1691231.0;2710.0;95.0;344.0;40000000.0;95170481.0;1;G;3490;Summer;0.2342;28.239583333333332;True;D;0.2801542140203708;0.35325608178178547;146.0;34.0;0.4088477272727271;0.634509880239521;142.0;34.0;0.34450097064654894;0.49388298101065325;4.085714285714285;4.176470588235294;5.0;6.785714285714286
Vin Diesel, Judi Dench, Colm Feore, Thandie Newton;David Twohy;Action, Adventure, Sci-Fi;tt0296572;The Chronicles of Riddick;6.7;119.0;201626.0;2004.0;11 June 2004 (USA);94;LCrDo3eCXkw;1362999.0;1662.0;119.0;187.0;105000000.0;57761012.0;1;R;2757;Summer;0.2342;13.858333333333333;False;E;0.19227908917327463;0.22611023973702268;74.0;29.0;0.17604363636363635;0.362562447257384;70.0;40.0;0.1841613627684555;0.29433634349720333;1.7317073170731707;1.7435897435897436;1.84375;1.9166666666666667
Matt Damon, Franka Potente, Joan Allen, Brian Cox;Paul Greengrass;Action, Mystery, Thriller;tt0372183;The Bourne Supremacy;7.8;108.0;400400.0;2004.0;23 July 2004 (USA);96;Y-HqyyfBbSo;1024468.0;1184.0;68.0;90.0;75000000.0;176241941.0;1;PG-13;3304;Summer;0.2342;17.17391304347826;True;B;0.2070555555555555;0.21129466470876163;17.0;8.0;0.16405384615384613;0.3361429824561404;15.0;11.0;0.18555470085470083;0.27371882358245103;1.3333333333333333;1.4545454545454546;1.6666666666666667;2.5
Clive Owen, Stephen Dillane, Keira Knightley, Ioan Gruffudd;Antoine Fuqua;Action, Adventure, Drama;tt0349683;King Arthur;6.3;126.0;150088.0;2004.0;7 July 2004 (USA);102;6rbPTQIdjmY;12420482.0;52620.0;3724.0;6914.0;120000000.0;51882244.0;0;PG-13;3086;Summer;0.2342;14.126442953020135;False;E;0.10320843190806735;-0.035710291503708864;1460.0;972.0;0.11721455546813542;-0.030734901811456227;1531.0;1011.0;0.11021149368810138;-0.033222596657582544;1.5138339920948616;1.5025484199796126;1.6619718309859155;1.5183044315992293
Reese Witherspoon, Romola Garai, James Purefoy, Jonathan Rhys Meyers;Mira Nair;Drama;tt0241025;Vanity Fair;6.2;141.0;19114.0;2004.0;1 September 2004 (USA);105;16hZR4bgT38;161939.0;241.0;16.0;12.0;23000000.0;16136476.0;0;PG-13;1054;Summer;0.2342;14.235294117647058;False;G;0.4498090277777778;0.46209895833333337;5.0;1.0;0.52834;0.61345;5.0;0.0;0.4890745138888889;0.5377744791666668;6.0;6.0;4.0;4.0
Halle Berry, Sharon Stone, Benjamin Bratt, Lambert Wilson;Pitof;Action, Crime, Fantasy;tt0327554;Catwoman;3.3;104.0;99644.0;2004.0;23 July 2004 (USA);108;d6pJbjbRnAA;2295717.0;7365.0;730.0;889.0;100000000.0;40202379.0;0;PG-13;3117;Summer;0.2342;10.076607387140903;False;E;0.18099966774352258;0.372978349289161;202.0;87.0;0.2610006230529595;0.37093457900807386;227.0;94.0;0.22100014539824103;0.37195646414861744;2.4;2.49438202247191;2.73972602739726;2.7962962962962963
Jena Malone, Mandy Moore, Macaulay Culkin, Patrick Fugit;Brian Dannelly;Comedy, Drama;tt0332375;Saved!;6.8;92.0;42772.0;2004.0;11 June 2004 (USA);116;7fQcvO2zuEw;201896.0;443.0;64.0;58.0;5000000.0;8940582.0;0;PG-13;592;Summer;0.2342;6.8307692307692305;True;H;0.2105083144368859;0.22824759070294784;16.0;5.0;0.17269565217391306;-0.13151293532338307;15.0;8.0;0.19160198330539946;0.048367327689782386;1.7777777777777777;1.6666666666666667;1.4444444444444444;1.2857142857142858
Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès;Richard Linklater;Drama, Romance;tt0381681;Before Sunset;8.1;80.0;202169.0;2004.0;30 July 2004 (USA);124;oI3UuneLcyU;1442172.0;2334.0;115.0;178.0;2700000.0;5792822.0;1;R;204;Summer;0.2342;20.129310344827587;True;H;0.21360848963279522;0.12046994274624813;43.0;11.0;0.25767619047619045;0.09879359875097578;43.0;20.0;0.23564234005449283;0.10963177074861195;2.0952380952380953;2.15;1.8421052631578947;4.428571428571429
Alexa PenaVega, Mika Boorem, Scout Taylor-Compton, Jane Lynch;Joe Nussbaum;Comedy, Family, Romance;tt0368975;Sleepover;5.4;89.0;14126.0;2004.0;9 July 2004 (USA);126;jt7QIaGnm28;1261362.0;2449.0;102.0;257.0;10000000.0;9436390.0;0;PG;2207;Summer;0.2342;23.78640776699029;False;H;0.29765048658352244;0.35908101381361035;87.0;18.0;0.32155370370370384;0.22447672035139096;85.0;23.0;0.30960209514361314;0.29177886708250067;3.5833333333333335;3.608695652173913;4.157894736842105;5.0
Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya;Shane Carruth;Drama, Sci-Fi, Thriller;tt0390384;Primer;6.9;77.0;87894.0;2004.0;27 May 2005 (Spain);130;3nj5MMURCm8;1783795.0;3365.0;283.0;463.0;7000.0;424760.0;0;PG-13;31;Summer;0.2342;11.852112676056338;True;I;0.042841658462964574;0.10071655189083281;76.0;47.0;0.07226377952755905;0.08437217545414266;67.0;60.0;0.05755271899526181;0.09254436367248774;1.1147540983606556;1.1551724137931034;1.297872340425532;1.3548387096774193
